ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,MONTH,MONTHS,YEAR,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,ORDER_YEAR,ORDER_MONTH,ORDER_QUARTER,PROFIT,COST,PROFIT_MARGIN,CUSTOMER_TYPE,TOTAL_ORDERS,AVG_ORDER_VALUE,PROFIT_PER_UNIT,DEALSIZE_SEGMENT
10150,20,159.56,1,3191.2,9/19/2018,September,9,2018,156,Shipped,Classic Cars,147,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,9,2018Q3,638.24,2552.96,0.26,Repeat,5,3616.17425,31.91,Medium
10150,30,136.67,5,4100.1,9/19/2018,September,9,2018,0,Shipped,Trucks And Buses,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,9,2018Q3,820.02,3280.08,0.2,Repeat,5,3616.17425,27.33,Medium
10150,34,136.5,7,4641,9/19/2018,September,9,2018,0,Shipped,Trucks And Buses,116,S18_1097,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,9,2018Q3,928.2,3712.8,0.32,Repeat,5,3616.17425,27.3,Medium
10150,47,91.18,9,4285.46,9/19/2018,September,9,2018,0,Shipped,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,9,2018Q3,857.092,3428.368,0.11,Repeat,5,3616.17425,18.24,Medium
10150,30,49.97,11,1499.1,9/19/2018,September,9,2018,0,Shipped,Vintage Cars,62,S18_2957,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,9,2018Q3,299.82,1199.28,0.01,Repeat,5,3616.17425,9.99,Small
10150,26,107.86,10,2804.36,9/19/2018,September,9,2018,0,Shipped,Vintage Cars,104,S18_3136,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,9,2018Q3,560.872,2243.488,0.23,Repeat,5,3616.17425,21.57,Small
10150,49,131.98,2,6467.02,9/19/2018,September,9,2018,0,Shipped,Trucks And Buses,121,S18_4600,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,9,2018Q3,1293.404,5173.616,0.27,Repeat,5,3616.17425,26.4,Medium
10150,30,42.76,6,1282.8,9/19/2018,September,9,2018,0,Shipped,Vintage Cars,50,S18_4668,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,9,2018Q3,256.56,1026.24,0.06,Repeat,5,3616.17425,8.55,Small
10150,49,58.18,4,2850.82,9/19/2018,September,9,2018,0,Shipped,Trucks And Buses,64,S32_3522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,9,2018Q3,570.164,2280.656,0.12,Repeat,5,3616.17425,11.64,Small
10150,20,105.2,3,2104,9/19/2018,September,9,2018,0,Shipped,Classic Cars,101,S700_2824,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,9,2018Q3,420.8,1683.2,0.23,Repeat,5,3616.17425,21.04,Small
10165,34,143.53,4,4880.02,10/22/2018,October,10,2018,33,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,976.004,3904.016,0.16,Repeat,5,3616.17425,28.71,Medium
10165,27,205.89,2,5559.03,10/22/2018,October,10,2018,0,Shipped,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,1111.806,4447.224,0.33,Repeat,5,3616.17425,41.18,Medium
10165,48,142.2,12,6825.6,10/22/2018,October,10,2018,0,Shipped,Trucks And Buses,118,S12_4473,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,1365.12,5460.48,0.34,Repeat,5,3616.17425,28.44,Medium
10165,29,173.55,11,5032.95,10/22/2018,October,10,2018,0,Shipped,Classic Cars,163,S18_2238,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,1006.59,4026.36,0.25,Repeat,5,3616.17425,34.71,Medium
10165,46,130.09,15,5984.14,10/22/2018,October,10,2018,0,Shipped,Trucks And Buses,122,S18_2319,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,1196.828,4787.312,0.25,Repeat,5,3616.17425,26.02,Medium
10165,31,71.1,18,2204.1,10/22/2018,October,10,2018,0,Shipped,Trucks And Buses,60,S18_2432,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,10,2018Q4,440.82,1763.28,0.32,Repeat,5,3616.17425,14.22,Small
10165,50,106.89,1,5344.5,10/22/2018,October,10,2018,0,Shipped,Trains,100,S18_3259,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,1068.9,4275.6,0.25,Repeat,5,3616.17425,21.38,Medium
10165,28,119.2,6,3337.6,10/22/2018,October,10,2018,0,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,667.52,2670.08,0.04,Repeat,5,3616.17425,23.84,Medium
10165,25,69.36,9,1734,10/22/2018,October,10,2018,0,Shipped,Classic Cars,57,S24_1444,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,10,2018Q4,346.8,1387.2,0.34,Repeat,5,3616.17425,13.87,Small
10165,32,145.68,17,4661.76,10/22/2018,October,10,2018,0,Shipped,Trucks And Buses,127,S24_2300,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,932.352,3729.408,0.3,Repeat,5,3616.17425,29.14,Medium
10165,27,31.82,13,859.14,10/22/2018,October,10,2018,0,Shipped,Classic Cars,35,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,10,2018Q4,171.828,687.312,0.12,Repeat,5,3616.17425,6.36,Small
10165,24,99.36,8,2384.64,10/22/2018,October,10,2018,0,Shipped,Classic Cars,118,S24_4048,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,10,2018Q4,476.928,1907.712,0.05,Repeat,5,3616.17425,19.87,Small
10165,48,45.99,14,2207.52,10/22/2018,October,10,2018,0,Shipped,Trucks And Buses,54,S32_2509,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,10,2018Q4,441.504,1766.016,0.06,Repeat,5,3616.17425,9.2,Small
10165,44,53.44,7,2351.36,10/22/2018,October,10,2018,0,Shipped,Trains,62,S32_3207,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,10,2018Q4,470.272,1881.088,0.07,Repeat,5,3616.17425,10.69,Small
10165,48,94.92,10,4556.16,10/22/2018,October,10,2018,0,Shipped,Trucks And Buses,115,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,10,2018Q4,911.232,3644.928,0.03,Repeat,5,3616.17425,18.98,Medium
10165,38,66.78,5,2537.64,10/22/2018,October,10,2018,0,Shipped,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,10,2018Q4,507.528,2030.112,0.31,Repeat,5,3616.17425,13.36,Small
10277,28,111.71,1,3127.88,8/4/2019,August,8,2019,286,Shipped,Classic Cars,115,S12_4675,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2019,8,2019Q3,625.576,2502.304,0.18,Repeat,5,3616.17425,22.34,Medium
10387,44,94.9,1,4175.6,3/2/2020,March,3,2020,211,Shipped,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2020,3,2020Q1,835.12,3340.48,0.17,Repeat,5,3616.17425,18.98,Medium
10118,36,117.2,1,4219.2,4/21/2018,April,4,2018,,Shipped,Ships,100,S700_3505,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,4,2018Q2,843.84,3375.36,0.32,Repeat,3,3409.211304,23.44,Medium
10197,45,118.32,6,5324.4,11/26/2018,November,11,2018,219,Shipped,Classic Cars,136,S10_4757,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,11,2018Q4,1064.88,4259.52,0.08,Repeat,3,3409.211304,23.66,Medium
10197,46,87.74,4,4036.04,11/26/2018,November,11,2018,0,Shipped,Ships,86,S18_3029,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,11,2018Q4,807.208,3228.832,0.22,Repeat,3,3409.211304,17.55,Medium
10197,22,115.4,3,2538.8,11/26/2018,November,11,2018,0,Shipped,Vintage Cars,105,S18_3856,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2018,11,2018Q4,507.76,2031.04,0.27,Repeat,3,3409.211304,23.08,Small
10197,50,101.81,14,5090.5,11/26/2018,November,11,2018,0,Shipped,Vintage Cars,87,S18_4522,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,11,2018Q4,1018.1,4072.4,0.32,Repeat,3,3409.211304,20.36,Medium
10197,41,110.6,13,4534.6,11/26/2018,November,11,2018,0,Shipped,Ships,122,S24_2011,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,11,2018Q4,906.92,3627.68,0.12,Repeat,3,3409.211304,22.12,Medium
10197,47,83.2,8,3910.4,11/26/2018,November,11,2018,0,Shipped,Vintage Cars,88,S24_3151,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,11,2018Q4,782.08,3128.32,0.15,Repeat,3,3409.211304,16.64,Medium
10197,22,86.38,5,1900.36,11/26/2018,November,11,2018,0,Shipped,Vintage Cars,83,S24_3816,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2018,11,2018Q4,380.072,1520.288,0.23,Repeat,3,3409.211304,17.28,Small
10197,23,64.67,9,1487.41,11/26/2018,November,11,2018,0,Shipped,Ships,66,S700_1138,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2018,11,2018Q4,297.482,1189.928,0.18,Repeat,3,3409.211304,12.93,Small
10197,24,90.52,2,2172.48,11/26/2018,November,11,2018,0,Shipped,Ships,90,S700_2047,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2018,11,2018Q4,434.496,1737.984,0.2,Repeat,3,3409.211304,18.1,Small
10197,50,78.79,7,3939.5,11/26/2018,November,11,2018,0,Shipped,Ships,72,S700_2610,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,11,2018Q4,787.9,3151.6,0.27,Repeat,3,3409.211304,15.76,Medium
10197,27,92.16,10,2488.32,11/26/2018,November,11,2018,0,Shipped,Ships,100,S700_3505,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2018,11,2018Q4,497.664,1990.656,0.13,Repeat,3,3409.211304,18.43,Small
10197,35,93.35,11,3267.25,11/26/2018,November,11,2018,0,Shipped,Ships,99,S700_3962,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2018,11,2018Q4,653.45,2613.8,0.15,Repeat,3,3409.211304,18.67,Medium
10197,29,41.71,1,1209.59,11/26/2018,November,11,2018,0,Shipped,Planes,49,S72_1253,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2018,11,2018Q4,241.918,967.672,0.06,Repeat,3,3409.211304,8.34,Small
10197,42,50.23,12,2109.66,11/26/2018,November,11,2018,0,Shipped,Ships,54,S72_3212,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2018,11,2018Q4,421.932,1687.728,0.14,Repeat,3,3409.211304,10.05,Small
10340,55,79.98,8,4398.9,11/24/2019,November,11,2019,363,Shipped,Motorcycles,76,S24_2000,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2019,11,2019Q4,879.78,3519.12,0.24,Repeat,3,3409.211304,16,Medium
10340,40,84.77,1,3390.8,11/24/2019,November,11,2019,0,Shipped,Planes,72,S24_4278,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2019,11,2019Q4,678.16,2712.64,0.32,Repeat,3,3409.211304,16.95,Medium
10340,55,117.87,2,6482.85,11/24/2019,November,11,2019,0,Shipped,Motorcycles,99,S32_1374,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2019,11,2019Q4,1296.57,5186.28,0.33,Repeat,3,3409.211304,23.57,Medium
10340,39,59.16,3,2307.24,11/24/2019,November,11,2019,0,Shipped,Vintage Cars,68,S32_4289,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2019,11,2019Q4,461.448,1845.792,0.08,Repeat,3,3409.211304,11.83,Small
10340,40,50.62,4,2024.8,11/24/2019,November,11,2019,0,Shipped,Vintage Cars,43,S50_1341,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2019,11,2019Q4,404.96,1619.84,0.32,Repeat,3,3409.211304,10.12,Small
10340,30,88.6,5,2658,11/24/2019,November,11,2019,0,Shipped,Planes,91,S700_1691,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,2019,11,2019Q4,531.6,2126.4,0.18,Repeat,3,3409.211304,17.72,Small
10340,55,87.75,7,4826.25,11/24/2019,November,11,2019,0,Shipped,Planes,99,S700_2466,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2019,11,2019Q4,965.25,3861,0.1,Repeat,3,3409.211304,17.55,Medium
10340,29,141.19,6,4094.51,11/24/2019,November,11,2019,0,Shipped,Planes,118,S700_2834,Enaco Distributors,(93) 203 4555,"Rambla de CataluÂ¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2019,11,2019Q4,818.902,3275.608,0.33,Repeat,3,3409.211304,28.24,Medium
10104,34,175.25,1,5958.5,1/31/2018,January,1,2018,,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,1,2018Q1,1191.7,4766.8,0.31,Repeat,26,3377.188735,35.05,Medium
10104,41,112.58,9,4615.78,1/31/2018,January,1,2018,0,Shipped,Trucks And Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,1,2018Q1,923.156,3692.624,0.16,Repeat,26,3377.188735,22.52,Medium
10104,24,144.08,8,3457.92,1/31/2018,January,1,2018,0,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,1,2018Q1,691.584,2766.336,0.09,Repeat,26,3377.188735,28.82,Medium
10104,29,130.09,12,3772.61,1/31/2018,January,1,2018,0,Shipped,Trucks And Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,1,2018Q1,754.522,3018.088,0.25,Repeat,26,3377.188735,26.02,Medium
10104,23,198.13,13,4556.99,1/31/2018,January,1,2018,0,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,1,2018Q1,911.398,3645.592,0.32,Repeat,26,3377.188735,39.63,Medium
10104,38,140.75,3,5348.5,1/31/2018,January,1,2018,0,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,1,2018Q1,1069.7,4278.8,0.19,Repeat,26,3377.188735,28.15,Medium
10104,35,55.49,6,1942.15,1/31/2018,January,1,2018,0,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,1,2018Q1,388.43,1553.72,0.18,Repeat,26,3377.188735,11.1,Small
10104,44,39.6,10,1742.4,1/31/2018,January,1,2018,0,Shipped,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,1,2018Q1,348.48,1393.92,0.29,Repeat,26,3377.188735,7.92,Small
10104,26,112.37,5,2921.62,1/31/2018,January,1,2018,0,Shipped,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,1,2018Q1,584.324,2337.296,0.16,Repeat,26,3377.188735,22.47,Small
10104,35,47.62,11,1666.7,1/31/2018,January,1,2018,0,Shipped,Trucks And Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,1,2018Q1,333.34,1333.36,0.09,Repeat,26,3377.188735,9.52,Small
10104,49,65.87,4,3227.63,1/31/2018,January,1,2018,0,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,1,2018Q1,645.526,2582.104,0.25,Repeat,26,3377.188735,13.17,Medium
10104,33,112.28,7,3705.24,1/31/2018,January,1,2018,0,Shipped,Trucks And Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,1,2018Q1,741.048,2964.192,0.18,Repeat,26,3377.188735,22.46,Medium
10104,32,53.31,2,1705.92,1/31/2018,January,1,2018,0,Shipped,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,1,2018Q1,341.184,1364.736,0.13,Repeat,26,3377.188735,10.66,Small
10128,41,135.22,2,5544.02,6/6/2018,June,6,2018,126,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,6,2018Q2,1108.804,4435.216,0.2,Repeat,26,3377.188735,27.04,Medium
10128,41,117.98,4,4837.18,6/6/2018,June,6,2018,0,Shipped,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,6,2018Q2,967.436,3869.744,0.32,Repeat,26,3377.188735,23.6,Medium
10128,43,92.16,1,3962.88,6/6/2018,June,6,2018,0,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,6,2018Q2,792.576,3170.304,0.24,Repeat,26,3377.188735,18.43,Medium
10128,32,97,3,3104,6/6/2018,June,6,2018,0,Shipped,Ships,86,S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,6,2018Q2,620.8,2483.2,0.29,Repeat,26,3377.188735,19.4,Medium
10133,49,69.27,3,3394.23,6/27/2018,June,6,2018,21,Shipped,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,6,2018Q2,678.846,2715.384,0.03,Repeat,26,3377.188735,13.85,Medium
10133,41,94.1,5,3858.1,6/27/2018,June,6,2018,0,Shipped,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,6,2018Q2,771.62,3086.48,0.07,Repeat,26,3377.188735,18.82,Medium
10133,46,77.52,4,3565.92,6/27/2018,June,6,2018,0,Shipped,Planes,72,S24_4278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,6,2018Q2,713.184,2852.736,0.26,Repeat,26,3377.188735,15.5,Medium
10133,23,114.87,1,2642.01,6/27/2018,June,6,2018,0,Shipped,Motorcycles,99,S32_1374,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,6,2018Q2,528.402,2113.608,0.31,Repeat,26,3377.188735,22.97,Small
10133,49,57.1,6,2797.9,6/27/2018,June,6,2018,0,Shipped,Vintage Cars,68,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,6,2018Q2,559.58,2238.32,0.05,Repeat,26,3377.188735,11.42,Small
10133,27,50.19,7,1355.13,6/27/2018,June,6,2018,0,Shipped,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,6,2018Q2,271.026,1084.104,0.31,Repeat,26,3377.188735,10.04,Small
10133,24,77.64,8,1863.36,6/27/2018,June,6,2018,0,Shipped,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,6,2018Q2,372.672,1490.688,0.06,Repeat,26,3377.188735,15.53,Small
10133,27,99.67,2,2691.09,6/27/2018,June,6,2018,0,Shipped,Planes,118,S700_2834,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,6,2018Q2,538.218,2152.872,0.05,Repeat,26,3377.188735,19.93,Small
10153,20,245.2,11,4904,9/28/2018,September,9,2018,93,Shipped,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,9,2018Q3,980.8,3923.2,0.32,Repeat,26,3377.188735,49.04,Medium
10153,42,128.42,12,5393.64,9/28/2018,September,9,2018,0,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,9,2018Q3,1078.728,4314.912,0.06,Repeat,26,3377.188735,25.68,Medium
10153,49,143.61,10,7036.89,9/28/2018,September,9,2018,0,Shipped,Classic Cars,173,S12_3891,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large,2018,9,2018Q3,1407.378,5629.512,0.04,Repeat,26,3377.188735,28.72,Large
10153,31,117.47,7,3641.57,9/28/2018,September,9,2018,0,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,9,2018Q3,728.314,2913.256,0.07,Repeat,26,3377.188735,23.49,Medium
10153,29,88.74,9,2573.46,9/28/2018,September,9,2018,0,Shipped,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,9,2018Q3,514.692,2058.768,0.1,Repeat,26,3377.188735,17.75,Small
10153,22,83.38,6,1834.36,9/28/2018,September,9,2018,0,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,9,2018Q3,366.872,1467.488,0.17,Repeat,26,3377.188735,16.68,Small
10153,40,136.41,5,5456.4,9/28/2018,September,9,2018,0,Shipped,Ships,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,9,2018Q3,1091.28,4365.12,0.28,Repeat,26,3377.188735,27.28,Medium
